name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z
[KB61] +38 11,303.302875,38.4499722,,LM-STAR,A2,1961AbaOB..26...35K,0.181899,2CXO J201312.7+382659,303.3029395,38.4499705,0.822,0.822,2,0.249195,HD 228376,303.3028524028,38.449958716,0.0,0.0,90.0,4.0,20 13 12.68458,+38 26 59.8514,A,2020yCat.1350....0G,Star,*  |IR |X,,,,,,,1.5477,0.0642,3.618,6.075,0.066,0.071,90,,,,11.48,11.19,,10.56,10.469,10.406,,,,,
HD 228527,303.6352083,41.24825,,LM-STAR,F8,1926AnHar.100...17C,0.229979,2CXO J201432.4+411453,303.6351233,41.2482507,0.719,0.719,2,0.239198,HD 228527,303.6352109626,41.2482591064,0.0,0.0,90.0,5.0,20 14 32.45063,+41 14 53.7328,A,2020yCat.1350....0G,Star,*  |IR |X,8.41,0.68,2.81e-05,2.3e-06,F8,,4.0356,0.0122,-18.855,-22.316,0.013,0.016,90,,,,9.464,9.0,,8.111,7.868,7.839,,,,,
MGHT 2,303.9041667,37.1896111,,CV,CV,2005JAD....11....2D,0.821737,2CXO J201536.9+371123,303.9039239,37.1897323,0.721,0.721,2,0.264203,RX J2015.6+3711,303.90401575,37.1897266431,0.0,0.0,90.0,12.0,20 15 36.96378,+37 11 23.0159,A,2020yCat.1350....0G,CataclyV*,*  |CV*|X,,,,,,,0.6763,0.0699,-3.961,-5.361,0.068,0.074,90,,,,,17.8,,,,,,,,,
[KB61] +36 49,304.09475,37.1197778,,LM-STAR,F0,1961AbaOB..26...35K,0.208817,2CXO J201622.7+370711,304.0948164,37.1197542,0.766,0.766,2,0.172611,HD 228672,304.0947576798,37.1197645271,0.0,0.0,90.0,3.0,20 16 22.74184,+37 07 11.1523,A,2020yCat.1350....0G,Star,*  |IR,,,,,A5,,1.6714,0.0125,-1.868,-10.784,0.012,0.015,90,,,,10.155,9.774,,9.02,8.93,8.856,,,,,
[KB61] +36 69,304.4180417,36.4224167,,LM-STAR,F8,1961AbaOB..26...35K,0.559221,2CXO J201740.2+362520,304.4178596,36.4223652,0.949,0.949,2,0.589387,HD 193204,304.4180461271,36.4224305941,0.0,0.0,90.0,8.0,20 17 40.33107,+36 25 20.7501,A,2020yCat.1350....0G,Star,*  |IR,-25.26,0.29,-8.43e-05,1e-06,F2III,,9.5918,0.0182,-9.954,-28.179,0.017,0.018,90,,,,8.78,8.32,,7.428,7.262,7.219,,,,,
HD 193204,304.4180417,36.4224167,,LM-STAR,F6IV,1969AbaOB..37...43S,0.559221,2CXO J201740.2+362520,304.4178596,36.4223652,0.949,0.949,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BD+35 4054,304.4180417,36.4224167,,LM-STAR,F5,1960UppAn...4h...1M,0.559221,2CXO J201740.2+362520,304.4178596,36.4223652,0.949,0.949,2,0.589387,HD 193204,304.4180461271,36.4224305941,0.0,0.0,90.0,8.0,20 17 40.33107,+36 25 20.7501,A,2020yCat.1350....0G,Star,*  |IR,-25.26,0.29,-8.43e-05,1e-06,F2III,,9.5918,0.0182,-9.954,-28.179,0.017,0.018,90,,,,8.78,8.32,,7.428,7.262,7.219,,,,,
HD 193204,304.4180417,36.4224167,,LM-STAR,F2III,1962JO.....45...57B,0.559221,2CXO J201740.2+362520,304.4178596,36.4223652,0.949,0.949,2,0.589387,HD 193204,304.4180461271,36.4224305941,0.0,0.0,90.0,8.0,20 17 40.33107,+36 25 20.7501,A,2020yCat.1350....0G,Star,*  |IR,-25.26,0.29,-8.43e-05,1e-06,F2III,,9.5918,0.0182,-9.954,-28.179,0.017,0.018,90,,,,8.78,8.32,,7.428,7.262,7.219,,,,,
GS 2023+338,306.01583333,33.86755556,,LMXB,"T, U, R",2007A&A...469..807L,1.240649,2CXO J202403.8+335201,306.0159197,33.8672185,0.71,0.71,2,0.063631,V* V404 Cyg,306.0159393578,33.8672117183,0.0,0.0,90.0,1176.0,20 24 03.82545,+33 52 01.9622,A,2018yCat.1345....0G,HMXB,*  |BH?|CV*|HXB|IR |No*|V* |X  |gam,,,,,G9/K0III/V,,0.4387,0.1002,-5.769,-7.845,0.175,0.173,90,,,,,,,13.575,12.684,12.321,,,,,
[MT91] 138,307.9391667,41.3074167,,HM-STAR,O8III,arXiv:2008.09917,0.313344,2CXO J203145.3+411826,307.9391188,41.3074959,0.742,0.742,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 138,307.9391667,41.3074167,,HM-STAR,O8I,2007ApJ...664.1102K,0.313344,2CXO J203145.3+411826,307.9391188,41.3074959,0.742,0.742,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 138,307.9391667,41.3074167,,HM-STAR,O8.5I,1991AJ....101.1408M,0.313344,2CXO J203145.3+411826,307.9391188,41.3074959,0.742,0.742,2,0.286395,RLP  593,307.9391658639,41.307424633,0.0,0.0,90.0,26.0,20 31 45.39981,+41 18 26.7287,A,2020yCat.1350....0G,Star,*  |IR,-7.7,8.7,-2.57e-05,2.9e-05,O8V,,0.5656,0.0338,-2.412,-5.343,0.035,0.035,90,,,,14.25,12.26,,8.065,7.552,7.259,,,,,
2MASS J20315961+4114504,307.998375,41.2473611,,HM-STAR,O7.5Vz,arXiv:2008.09917,0.138247,2CXO J203159.6+411450,307.9984251,41.2473687,0.775,0.775,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20315961+4114504,307.998375,41.2473611,,HM-STAR,O7.5Vz,2016ApJS..224....4M,0.138247,2CXO J203159.6+411450,307.9984251,41.2473687,0.775,0.775,2,0.151436,GOS G080.03+00.94 01,307.9983757827,41.2473488363,0.0,0.0,90.0,9.0,20 31 59.61019,+41 14 50.4558,A,2020yCat.1350....0G,Star,*  |IR |X,,,,,O7.5Vz,,0.5677,0.0143,-2.392,-4.482,0.016,0.017,90,,,,,,,9.117,8.579,8.326,,,,,
LS II +40 36,308.1534167,40.2310556,,HM-STAR,OB-,1960LS....C02....0S,0.134848,2CXO J203236.8+401351,308.1534516,40.2310819,0.942,0.942,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 376,308.246625,41.4070833,,HM-STAR,O8V,2007ApJ...664.1102K,0.462591,2CXO J203259.1+412425,308.2464542,41.407093,0.808,0.808,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 376,308.246625,41.4070833,,HM-STAR,O8V,arXiv:2008.09917,0.462591,2CXO J203259.1+412425,308.2464542,41.407093,0.808,0.808,2,0.321619,GSC 03161-01218,308.2465722277,41.4070809643,0.0,0.0,90.0,30.0,20 32 59.17733,+41 24 25.4915,A,2020yCat.1350....0G,Star,*  |IR |UV |X,-14.0,9.3,-4.67e-05,3.1e-05,O8V,,0.5802,0.0144,-2.746,-4.538,0.015,0.015,90,,,,13.26,11.91,,8.886,8.524,8.314,,,,,
[MT91] 376,308.246625,41.4070833,,HM-STAR,O8V,1991AJ....101.1408M,0.462591,2CXO J203259.1+412425,308.2464542,41.407093,0.808,0.808,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 467,308.3137917,41.4991111,,HM-STAR,B1V,2007ApJ...664.1102K,0.790713,2CXO J203315.2+412956,308.3135245,41.4990205,0.927,0.927,2,0.820319,GSC 03161-01087,308.3138088378,41.4991015636,0.0,0.0,90.0,16.0,20 33 15.31412,+41 29 56.7656,A,2020yCat.1350....0G,Star,*  |IR |X,-10.2,10.7,-3.4e-05,3.57e-05,B1V,,0.7073,0.0832,-1.779,-5.033,0.084,0.098,90,,,,15.02,13.43,,10.029,9.573,9.343,,,,,
Cyg OB2 23,308.3154583,41.3381111,,HM-STAR,O9.5V,arXiv:2008.09917,0.254128,2CXO J203315.7+412017,308.3154685,41.3381813,0.924,0.924,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Schulte 23,308.3154583,41.3381111,,HM-STAR,OB,1956ApJ...123..250S,0.254128,2CXO J203315.7+412017,308.3154685,41.3381813,0.924,0.924,2,0.282357,Schulte 23,308.3154512638,41.3381039427,0.0,0.0,90.0,34.0,20 33 15.70830,+41 20 17.1742,A,2020yCat.1350....0G,Star,*  |IR |UV |X,-19.8,7.9,-6.6e-05,2.64e-05,O9V,,0.5998,0.0116,-2.634,-4.366,0.012,0.013,90,,,,14.07,12.61,,9.333,8.935,8.725,,,,,
[MT91] 470,308.3154583,41.3381111,,HM-STAR,O9.5V,1991AJ....101.1408M,0.254128,2CXO J203315.7+412017,308.3154685,41.3381813,0.924,0.924,2,0.282357,Schulte 23,308.3154512638,41.3381039427,0.0,0.0,90.0,34.0,20 33 15.70830,+41 20 17.1742,A,2020yCat.1350....0G,Star,*  |IR |UV |X,-19.8,7.9,-6.6e-05,2.64e-05,O9V,,0.5998,0.0116,-2.634,-4.366,0.012,0.013,90,,,,14.07,12.61,,9.333,8.935,8.725,,,,,
Cyg OB2 23,308.3154583,41.3381111,,HM-STAR,O8,1981PASP...93...50H,0.254128,2CXO J203315.7+412017,308.3154685,41.3381813,0.924,0.924,2,0.282357,Schulte 23,308.3154512638,41.3381039427,0.0,0.0,90.0,34.0,20 33 15.70830,+41 20 17.1742,A,2020yCat.1350....0G,Star,*  |IR |UV |X,-19.8,7.9,-6.6e-05,2.64e-05,O9V,,0.5998,0.0116,-2.634,-4.366,0.012,0.013,90,,,,14.07,12.61,,9.333,8.935,8.725,,,,,
Cyg OB2 23,308.3154583,41.3381111,,HM-STAR,O9.5V,arXiv:2110.01464,0.254128,2CXO J203315.7+412017,308.3154685,41.3381813,0.924,0.924,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 485,308.3251667,41.3601944,,HM-STAR,O8V,1991AJ....101.1408M,0.155809,2CXO J203318.0+412136,308.3251091,41.3601955,0.768,0.768,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 485,308.3251667,41.3601944,,HM-STAR,O8V,2016ApJS..224....4M,0.155809,2CXO J203318.0+412136,308.3251091,41.3601955,0.768,0.768,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 485,308.3251667,41.3601944,,HM-STAR,O8V,arXiv:2008.09917,0.155809,2CXO J203318.0+412136,308.3251091,41.3601955,0.768,0.768,2,0.096191,RLP  680,308.3251410927,41.3601837812,0.0,0.0,90.0,35.0,20 33 18.03386,+41 21 36.6616,A,2020yCat.1350....0G,SB*,*  |IR |SB*|UV |X,-11.9,7.8,-3.97e-05,2.6e-05,O8V,,0.5454,0.0305,-2.828,-5.012,0.031,0.035,90,,,,12.72,11.82,,8.744,8.315,8.113,,,,,
[MT91] 534,308.3615,41.1831667,,HM-STAR,O8.5V,2007ApJ...664.1102K,0.22842,2CXO J203326.7+411059,308.3614203,41.1831874,0.72,0.72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 534,308.3615,41.1831667,,HM-STAR,O8Vz,2016ApJS..224....4M,0.22842,2CXO J203326.7+411059,308.3614203,41.1831874,0.72,0.72,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 534,308.3615,41.1831667,,HM-STAR,O7.5V,1991AJ....101.1408M,0.22842,2CXO J203326.7+411059,308.3614203,41.1831874,0.72,0.72,2,0.172974,GSC 03157-00327,308.3614826754,41.183177159,0.0,0.0,90.0,30.0,20 33 26.75584,+41 10 59.4378,A,2020yCat.1350....0G,Star,*  |IR |X,-13.8,6.4,-4.6e-05,2.13e-05,O8Vz,,0.5852,0.016,-2.709,-4.811,0.015,0.018,90,,,,14.87,13.0,,8.971,8.434,8.165,,,,,
[MT91] 642,308.4492917,41.3448333,,HM-STAR,B1Ib/III,1991AJ....101.1408M,0.501736,2CXO J203347.7+412041,308.4491089,41.344809,0.887,0.887,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[MT91] 642,308.4492917,41.3448333,,HM-STAR,B1III,2007ApJ...664.1102K,0.501736,2CXO J203347.7+412041,308.4491089,41.344809,0.887,0.887,2,0.51711,Schulte 26,308.449298698,41.3448271498,0.0,0.0,90.0,28.0,20 33 47.83169,+41 20 41.3777,A,2020yCat.1350....0G,Star,*  |IR |UV |X,-8.7,7.7,-2.9e-05,2.57e-05,B1III,,0.5492,0.0213,-2.806,-4.726,0.023,0.028,90,,,,13.33,11.78,,7.986,7.487,7.209,,,,,
Schulte 71,308.4535,41.3279444,,HM-STAR,OB,1956ApJ...124..530S,0.100958,2CXO J203348.8+411940,308.4534645,41.3279358,0.756,0.756,2,0.116193,Schulte 71,308.4535074715,41.3279351428,0.0,0.0,90.0,18.0,20 33 48.84179,+41 19 40.5665,A,2020yCat.1350....0G,SB*,*  |IR |SB*|UV |X,-7.9,6.1,-2.64e-05,2.03e-05,B1.5V,,0.5818,0.0116,-2.402,-4.499,0.012,0.013,90,,,,14.73,13.34,,10.028,9.624,9.369,,,,,
[MT91] 716,308.52025,41.0869167,,HM-STAR,O9V,2007ApJ...664.1102K,0.240352,2CXO J203404.8+410513,308.5201829,41.0869603,0.914,0.914,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J20340486+4105129,308.52025,41.0869167,,HM-STAR,O8.5V,2012A&A...543A.101C,0.240352,2CXO J203404.8+410513,308.5201829,41.0869603,0.914,0.914,2,0.235935,GSC 03157-00727,308.5202524905,41.0869210061,0.0,0.0,90.0,17.0,20 34 04.86060,+41 05 12.9156,A,2020yCat.1350....0G,Star,*  |IR,-11.5,4.5,-3.84e-05,1.5e-05,O8.5V,,0.5655,0.014,-2.446,-4.816,0.014,0.016,90,,,,15.34,13.5,,9.561,9.095,8.836,,,,,
[MT91] 716,308.52025,41.0869167,,HM-STAR,O9V,1991AJ....101.1408M,0.240352,2CXO J203404.8+410513,308.5201829,41.0869603,0.914,0.914,2,0.235935,GSC 03157-00727,308.5202524905,41.0869210061,0.0,0.0,90.0,17.0,20 34 04.86060,+41 05 12.9156,A,2020yCat.1350....0G,Star,*  |IR,-11.5,4.5,-3.84e-05,1.5e-05,O8.5V,,0.5655,0.014,-2.446,-4.816,0.014,0.016,90,,,,15.34,13.5,,9.561,9.095,8.836,,,,,
HR 7986,313.7025,-58.4541667,,LM-STAR,K1III,1937AnHar.105...45H,0.162229,2CXO J205448.6-582715,313.7025858,-58.4541706,0.713,0.713,2,0.149271,* bet Ind,313.7025115787,-58.4541560594,0.0,0.0,90.0,71.0,20 54 48.60278,-58 27 14.9618,A,2007A&A...474..653V,Star,*  |** |IR |UV,-4.9,0.7,-1.63e-05,2.3e-06,K1II,,5.33,0.16,20.79,-25.2,0.14,0.13,90,,,,4.9,3.65,,1.76,1.16,1.04,,,,,
bet Ind,313.7025,-58.4541667,,LM-STAR,K2,1932PLicO..18....1M,0.162229,2CXO J205448.6-582715,313.7025858,-58.4541706,0.713,0.713,2,0.149271,* bet Ind,313.7025115787,-58.4541560594,0.0,0.0,90.0,71.0,20 54 48.60278,-58 27 14.9618,A,2007A&A...474..653V,Star,*  |** |IR |UV,-4.9,0.7,-1.63e-05,2.3e-06,K1II,,5.33,0.16,20.79,-25.2,0.14,0.13,90,,,,4.9,3.65,,1.76,1.16,1.04,,,,,
HD 198700,313.7025,-58.4541667,,LM-STAR,K1II,1975MSS...C01....0H,0.162229,2CXO J205448.6-582715,313.7025858,-58.4541706,0.713,0.713,2,0.149271,* bet Ind,313.7025115787,-58.4541560594,0.0,0.0,90.0,71.0,20 54 48.60278,-58 27 14.9618,A,2007A&A...474..653V,Star,*  |** |IR |UV,-4.9,0.7,-1.63e-05,2.3e-06,K1II,,5.33,0.16,20.79,-25.2,0.14,0.13,90,,,,4.9,3.65,,1.76,1.16,1.04,,,,,
SAX J2103.5+4545,315.89875,45.7511111,,HMXB,"P, T",2006A&A...455.1165L,1.547204,2CXO J210335.6+454505,315.8987195,45.7515404,0.71,0.71,2,0.183655,GSC 03588-00834,315.8987920204,45.7515468755,0.0,0.0,90.0,162.0,21 03 35.71008,+45 45 05.5688,A,2020yCat.1350....0G,HMXB,*  |Be*|HXB|IR |Psr|V* |X  |gam,,,,,B0Ve,,0.1309,0.0129,-3.505,-3.16,0.014,0.013,90,,,,15.34,14.2,13.49,11.842,11.535,11.362,,,,,
HD 202042,318.7323333,-43.3954444,,LM-STAR,A5,1970BOTT....5..307D,0.175658,2CXO J211455.7-432343,318.732399,-43.3954344,0.717,0.717,2,0.108198,HD 202042,318.7323620765,-43.3954479449,0.0,0.0,90.0,9.0,21 14 55.76690,-43 23 43.6126,A,2020yCat.1350....0G,V*,*  |V* |V*?,-24.11,3.95,-8.04e-05,1.32e-05,A8/9V,,3.222,0.0225,44.025,-12.663,0.021,0.019,90,,,,9.61,9.36,,,,,,,,,
LZ Aqr,320.810417,-5.798056,1.0,LMXB,XT,2003A&A...404..301R,0.635541,2CXO J212314.5-054753,320.810579,-5.7981281,0.732,2.1297474028626024,2,0.361493,V* LZ Aqr,320.8105833333,-5.7980277778,,,172.0,144.0,21 23 14.54,-05 47 52.9,D,1999ApJ...521..341T,LMXB,LXB|N* |V* |X  |gam,,,,,,,,,,,,,,,,,16.78,16.8,,,,,,,,,
NGC 7078-X2,322.492083,12.1675,1.0,LMXB,GC,2003A&A...404..301R,0.831543,2CXO J212958.1+121002,322.4921706,12.1672855,0.71,2.122286502807762,2,0.968038,CXOU J212958.1+121002,322.4919166667,12.1673888889,,,172.0,69.0,21 29 58.06,+12 10 02.6,D,2007A&A...469..807L,XB,*  |X  |XB*,-94.7,3.0,-0.0003158,1e-05,,,,,,,,,,,,,,16.6,,,,,,,,,
CXO J212958.1+121002,322.49191667,12.16738889,,LMXB,"G, B",2007A&A...469..807L,0.967976,2CXO J212958.1+121002,322.4921706,12.1672855,0.71,0.71,2,0.968038,CXOU J212958.1+121002,322.4919166667,12.1673888889,,,172.0,69.0,21 29 58.06,+12 10 02.6,D,2007A&A...469..807L,XB,*  |X  |XB*,-94.7,3.0,-0.0003158,1e-05,,,,,,,,,,,,,,16.6,,,,,,,,,
B2127+11H,322.49243333333334,12.166508333333333,0.1,NS,,2005AJ....129.1993M,2.946527,2CXO J212958.1+121002,322.4921706,12.1672855,0.71,0.9508417323613851,2,0.968038,CXOU J212958.1+121002,322.4919166667,12.1673888889,,,172.0,69.0,21 29 58.06,+12 10 02.6,D,2007A&A...469..807L,XB,*  |X  |XB*,-94.7,3.0,-0.0003158,1e-05,,,,,,,,,,,,,,16.6,,,,,,,,,
NGC 7078 CCZ-V1,322.493,12.1670278,,CV,UG,2005JAD....11....2D,1.377568,2CXO J212958.3+121002,322.4929728,12.1674095,0.71,0.71,2,0.01627,4U 2129+12,322.4929683333,12.1674083333,0.025,0.025,90.0,305.0,21 29 58.3124,+12 10 02.670,B,2014A&A...565A..43K,LMXB,*  |LXB|Rad|X  |gam,,,,,,,,,,,,,,,,,15.7,15.8,,,,,,,,,
4U 2129+12,322.49295833,12.16747222,,LMXB,"G, B?, D, E, R?",2007A&A...469..807L,0.231355,2CXO J212958.3+121002,322.4929728,12.1674095,0.71,0.71,2,0.01627,4U 2129+12,322.4929683333,12.1674083333,0.025,0.025,90.0,305.0,21 29 58.3124,+12 10 02.670,B,2014A&A...565A..43K,LMXB,*  |LXB|Rad|X  |gam,,,,,,,,,,,,,,,,,15.7,15.8,,,,,,,,,
AC 211,322.492917,12.1675,1.0,LMXB,GC,2003A&A...404..301R,0.380325,2CXO J212958.3+121002,322.4929728,12.1674095,0.71,2.122286502807762,2,0.01627,4U 2129+12,322.4929683333,12.1674083333,0.025,0.025,90.0,305.0,21 29 58.3124,+12 10 02.670,B,2014A&A...565A..43K,LMXB,*  |LXB|Rad|X  |gam,,,,,,,,,,,,,,,,,15.7,15.8,,,,,,,,,
B2127+11A,322.4926938,12.167009416666666,0.0001,NS,,2005AJ....129.1993M,1.743252,2CXO J212958.3+121002,322.4929728,12.1674095,0.71,0.7102816342831905,2,0.01627,4U 2129+12,322.4929683333,12.1674083333,0.025,0.025,90.0,305.0,21 29 58.3124,+12 10 02.670,B,2014A&A...565A..43K,LMXB,*  |LXB|Rad|X  |gam,,,,,,,,,,,,,,,,,15.7,15.8,,,,,,,,,
B2127+11D,322.49280833333336,12.166594444444444,0.13,NS,,2005AJ....129.1993M,2.990869,2CXO J212958.3+121002,322.4929728,12.1674095,0.71,1.0119782606360672,2,0.01627,4U 2129+12,322.4929683333,12.1674083333,0.025,0.025,90.0,305.0,21 29 58.3124,+12 10 02.670,B,2014A&A...565A..43K,LMXB,*  |LXB|Rad|X  |gam,,,,,,,,,,,,,,,,,15.7,15.8,,,,,,,,,
4U 2129+47,322.85916667,47.29,,LMXB,"B, E",2007A&A...469..807L,0.555892,2CXO J213126.2+471724,322.859213,47.2901512,0.71,0.71,2,0.039243,V* V1727 Cyg,322.8592221485,47.2901422376,0.0,0.0,90.0,236.0,21 31 26.21332,+47 17 24.5121,A,2020yCat.1350....0G,LMXB,*  |LXB|N* |SB*|V* |X  |gam,30.0,,0.0001001,,,,0.5019,0.0772,-2.343,-4.233,0.081,0.079,90,,,,17.05,16.4,,,,,,,,,
Trumpler 37 MVA 63,324.1537917,57.5683611,,YSO,B4,2002AJ....124.1585C,0.430701,2CXO J213636.8+573406,324.153574,57.568335,0.797,0.797,2,0.429954,Cl Trumpler   37   440,324.153795,57.5683202778,0.0,0.0,0.0,7.0,21 36 36.9108,+57 34 05.953,A,2016A&A...595A...2G,YSO,*  |IR |X  |Y*O,,,,,B4,,1.55,0.3,-5.198,-3.281,0.863,0.412,90,,,,11.39,10.85,,9.887,9.745,9.692,,,,,
Cl Trumpler 37 441,324.171,57.5023056,,YSO,B5,1958TrRig...7...33A,0.316712,2CXO J213641.0+573008,324.1708408,57.5023261,0.718,0.718,2,0.319719,HD 239710,324.1709936535,57.502292289,0.0,0.0,90.0,32.0,21 36 41.03848,+57 30 08.2522,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,,,,,B3V,,1.0686,0.0134,-3.462,-4.48,0.017,0.015,90,,,,9.86,12.74,,8.723,8.696,8.627,,,,,
HD 239710,324.171,57.5023056,,YSO,B2.5IV,1976PASP...88..865G,0.316712,2CXO J213641.0+573008,324.1708408,57.5023261,0.718,0.718,2,0.319719,HD 239710,324.1709936535,57.502292289,0.0,0.0,90.0,32.0,21 36 41.03848,+57 30 08.2522,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,,,,,B3V,,1.0686,0.0134,-3.462,-4.48,0.017,0.015,90,,,,9.86,12.74,,8.723,8.696,8.627,,,,,
HD 239710,324.171,57.5023056,,HM-STAR,B1V,2003ApJ...598..369V,0.316712,2CXO J213641.0+573008,324.1708408,57.5023261,0.718,0.718,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 239710,324.171,57.5022778,,YSO,B3,1928AnHar.100...49C,0.353712,2CXO J213641.0+573008,324.1708408,57.5023261,0.718,0.718,2,0.319719,HD 239710,324.1709936535,57.502292289,0.0,0.0,90.0,32.0,21 36 41.03848,+57 30 08.2522,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,,,,,B3V,,1.0686,0.0134,-3.462,-4.48,0.017,0.015,90,,,,9.86,12.74,,8.723,8.696,8.627,,,,,
HD 239710,324.171,57.5022778,,HM-STAR,B3V,1968AJ.....73..233R,0.353712,2CXO J213641.0+573008,324.1708408,57.5023261,0.718,0.718,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 239710,324.171,57.5022778,,HM-STAR,B3V,1968ApJ...154..923S,0.353712,2CXO J213641.0+573008,324.1708408,57.5023261,0.718,0.718,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cl* IC 1396 SBZ-2-46,324.3267083,57.5224167,,YSO,A0,2002AJ....124.1585C,0.399661,2CXO J213718.4+573121,324.3267659,57.5225233,0.741,0.741,2,0.441458,2MASS J21371840+5731206,324.32655,57.5224833333,0.182,0.087,90.0,9.0,21 37 18.372,+57 31 20.94,B,2000A&A...355L..27H,YSO,*  |IR |X  |Y*O,,,,,A0,,,,-4.9,11.3,3.7,3.6,180,,,,12.39,12.14,,10.385,10.119,10.049,,,,,
1H 2138+579,324.8775,56.9869167,,HMXB,"P, T, C",2006A&A...455.1165L,2.506467,2CXO J213930.6+565910,324.8778652,56.9862495,0.712,0.712,2,0.079263,V* V490 Cep,324.8778762697,56.9862283248,0.0,0.0,90.0,143.0,21 39 30.69030,+56 59 10.4220,A,2020yCat.1350....0G,HMXB,*  |Em*|HXB|IR |V* |X,,,,,B1.5Ve,,0.1048,0.0127,-2.964,-2.204,0.014,0.014,90,,,,15.2,,,11.829,11.414,10.926,,,,,
BD+65 1638,325.7441667,66.1028889,,YSO,B3,1968AJ.....73..233R,0.163634,2CXO J214258.6+660610,325.7442655,66.1028674,0.712,0.712,2,0.321699,BD+65  1638,325.7440841624,66.1029182833,0.0,0.0,90.0,30.0,21 42 58.58020,+66 06 10.5058,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*O,,,,,B3V,,2.2575,0.353,0.065,-2.856,0.407,0.404,90,,,,10.63,10.42,10.09,8.977,8.662,8.513,,,,,
BD+65 1638,325.7441667,66.1028889,,HM-STAR,B3IV-V,1972AJ.....77...17A,0.163634,2CXO J214258.6+660610,325.7442655,66.1028674,0.712,0.712,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V1341 Cyg,326.17125,38.321667,1.0,LMXB,ZS,2003A&A...404..301R,1.009614,2CXO J214441.1+381917,326.1715093,38.321474,0.916,2.199785444083127,2,0.256784,V* V1341 Cyg,326.1714768105,38.3214073808,0.0,0.0,90.0,1104.0,21 44 41.15443,+38 19 17.0666,A,2020yCat.1350....0G,LMXB,*  |IR |LXB|N* |N*?|SB*|V* |WV*|X  |gam,-220.0,,-0.0007336,,A9III,,0.0684,0.0191,-1.79,-0.324,0.016,0.017,90,,,,15.13,14.68,15.0,13.396,13.155,13.049,,14.85,14.56,14.43,
IC 5146 11,328.1956667,47.2301389,,LM-STAR,F8/G0,1959ApJ...130...57W,0.226115,2CXO J215246.9+471348,328.1957425,47.2301749,0.778,0.778,2,0.261501,IC 5146   11,328.1956532125,47.2301348958,0.0,0.0,90.0,4.0,21 52 46.95677,+47 13 48.4856,A,2020yCat.1350....0G,Star,*  |IR |Y*?,-20.09,0.54,-6.7e-05,1.8e-06,F8,,3.6255,0.0108,33.545,4.783,0.012,0.012,90,,,,11.53,11.04,,10.143,9.91,9.845,,,,,
IC 5146   11,328.19563389,47.23015194,,LM-STAR,Fd_b,2020AJ....160..120J,0.27801,2CXO J215246.9+471348,328.1957425,47.2301749,0.778,0.778,2,0.261501,IC 5146   11,328.1956532125,47.2301348958,0.0,0.0,90.0,4.0,21 52 46.95677,+47 13 48.4856,A,2020yCat.1350....0G,Star,*  |IR |Y*?,-20.09,0.54,-6.7e-05,1.8e-06,F8,,3.6255,0.0108,33.545,4.783,0.012,0.012,90,,,,11.53,11.04,,10.143,9.91,9.845,,,,,
