name,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,ra,dec,r0,r1,PA,PU,nbref,coo_bibcode,rare-type,remove_regions,GLAT,GLON,comment
2CXO J175123.5-293755,J1751-2937,267.847917,-29.631944,,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,1.350025,267.8483049,-29.6321082,0.715,0.712,45.06,0.715,,,1,|GalacticCenter,0.0530945950500546,-1.437424851499666,
2CXO J175129.1-292924,J1751-2929#1,267.87125,-29.49,,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.683125,267.8714679,-29.4900064,0.762,0.74,133.3,0.762,,,1,|GalacticCenter,0.1856154329906843,-1.38221871093007,
2CXO J175131.6-292956,J1751-2929#2,267.881667,-29.498889,,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,1.235654,267.8819482,-29.4991296,0.714,0.711,102.7,0.714,,,1,|GalacticCenter,0.1824238730387392,-1.394719311363284,
2CXO J175133.6-293313,J1751-2933#2,267.89,-29.553611,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.699669,267.8902217,-29.5536354,0.715,0.713,179.2,2.1239644535631945,,,1,|GalacticCenter,0.1392073539238146,-1.4287218719794657,
2CXO J175133.9-292753,J1751-2927,267.89125,-29.465,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.741351,267.8914773,-29.4649431,0.802,0.752,156.6,2.154809504341393,,,1,|GalacticCenter,0.21606763676073,-1.3844096293088604,
2CXO J175147.4-294215,J1751-2942,267.9475,-29.704167,1.0,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,0.843262,267.9477118,-29.704312,0.908,0.816,13.33,2.1964662528707333,,,1,|GalacticCenter,0.0350461998123012,-1.5485488899996076,
2CXO J175151.2-293310,J1751-2933#1,267.963333,-29.552778,,CV,NL;CV*|X,2003A&A...404..301R;SIMBAD,1.262897,267.9637285,-29.5528466,0.722,0.715,161.3,0.722,,,1,|GalacticCenter,0.1725038310910107,-1.4833244443949951,
2CXO J175209.2-290721,OGLE-BLG-DN-211,268.038375,-29.122777777777777,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.36922,268.038489,-29.1227532,2.006,1.555,75.64,2.006,,,1,|GalacticCenter,0.5759178043716066,-1.320283405123592,
2CXO J175215.0-222032,XTE J1752-223,268.0628,-22.3423,,LMXB,LMXB;BH?|HX?|LXB|X|XB*,2018ApJS..235....4O;SIMBAD,0.294941,268.0628861,-22.3422809,0.712,0.711,72.78,0.712,,,1,|GalacticCenter,6.423233532117868,2.1142573000000016,
2CXO J175236.0-291939,OGLE-BLG-DN-219,268.15019666666666,-29.327765555555555,,CV,CataclyV;*|CV*|X,2020RNAAS...4..219J;SIMBAD,0.196594,268.150192,-29.3277111,1.014,0.792,68.2,1.014,,,1,|GalacticCenter,0.4490422149852607,-1.5084940816950705,
2CXO J175310.0-292121,J1753-2921,268.291667,-29.355833,1.0,CV,DN;CataclyV;known CV;*|CV*|X,2003A&A...404..301R;2020RNAAS...4..219J;2020RNAAS...4..219J;SIMBAD,0.592902,268.2918555,-29.3558446,2.598,2.598,0.0,3.2786588721609937,,,1,|GalacticCenter,0.487541118255765,-1.6291596044581422,
2CXO J175347.8-294438,Bul_sc3_6033,268.448875,-29.7438611,,CV,UGSU:;CataclyV;CataclyV;CV*|X,2005JAD....11....2D;2020RNAAS...4..219J;2020RNAAS...4..219J;SIMBAD,1.146486,268.4492233,-29.7439609,0.949,0.845,168.1,0.949,,,1,|GalacticCenter,0.2221865662748247,-1.943851309083376,
2CXO J175352.6-301311,OGLE-BLG-DN-249,268.469375,-30.21977777777777,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.353897,268.4692867,-30.2198397,0.948,0.795,66.28,0.948,,,1,|GalacticCenter,359.82022647837863,-2.1995897550428314,
2CXO J175425.3-261951X,IGR J17544-2619,268.6053333,-26.3312778,,HMXB,T;*|Be*|HXB|IR|X|gam,2006A&A...455.1165L;SIMBAD,0.895596,268.6054274,-26.3310437,1.751,1.751,0.0,1.751,,,1,|GalacticCenter|CSCconfused,3.236243410790196,-0.3355431025046018,
2CXO J175431.1-294708,CPD-29 4982,268.6299583,-29.7857222,,HM-STAR,B;OB;B3II;OB;OB-;B2II;*|IR|X,1939AnBos...5E...1W;1953ApJ...118..345M;1954ApJ...120...41H;1966VeHei..18....9K;1971PW&SO...1a...1S;1977ApJS...35..111G;SIMBAD,0.093865,268.6299395,-29.7857425,0.784,0.73,3.812,0.784,,,4,|GalacticCenter,0.2654487453720001,-2.1003312404369967,
2CXO J175508.7-294840,CPD-29 4995,268.7865,-29.8114167,,LM-STAR,F5;F3V;*|IR,1939AnBos...5E...1W;1982MSS...C03....0H;SIMBAD,0.319106,268.7864855,-29.811329,0.918,0.801,73.91,0.918,,,4,|GalacticCenter,0.3118773288203765,-2.2305487205914885,
2CXO J175607.1-274847,J1756-2748,269.030417,-27.813333,1.0,CV,DN;CataclyV;*|CV*|EB*,2003A&A...404..301R;2020RNAAS...4..219J;SIMBAD,1.600368,269.029945,-27.8131803,6.062,6.062,0.0,6.383403794215121,,,1,|GalacticCenter,2.146906519414967,-1.409441351701786,
2CXO J175710.0-275753,OGLE-BLG-DN-331,269.2917916666666,-27.964777777777776,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.719466,269.2919935,-27.9648682,1.066,0.883,72.07,1.066,,,1,|GalacticCenter,2.1319142434744114,-1.6858994720395155,
2CXO J175727.2-304516,OGLE-BLG-DN-340,269.363625,-30.75475,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.215618,269.3636476,-30.7546933,0.76,0.74,132.5,0.76,,,1,|GalacticCenter,359.74476408716936,-3.1346649540346383,
2CXO J175832.3-275243,m401.48296.2600,269.6352083,-27.879,,CV,UG;CataclyV;*|CV*|X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.947829,269.6349514,-27.8788668,1.123,0.937,142.3,1.123,,,1,|GalacticCenter,2.357945357032143,-1.905411184049072,
2CXO J175834.5-212321,IGR J17586-2129,269.6438,-21.3892,,HMXB,HMXB;Unclassified (HMXB?);*|HX?|HXB|IR|X|gam,2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD,0.983416,269.6440274,-21.3893726,0.72,0.713,36.6,0.72,,,1,|GalacticCenter,7.986212136718487,1.3265273452347874,
2CXO J175847.6-290835,CPD-29 5074,269.698375,-29.1432778,,LM-STAR,A2;*|IR,1939AnBos...5E...1W;SIMBAD,0.085838,269.6984022,-29.1432757,0.803,0.763,135.8,0.803,,,4,|GalacticCenter,1.2884282054730145,-2.583451897964137,
2CXO J175906.9-290959,OGLE-BLG-DN-390,269.778875,-29.1665,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.624312,269.7790733,-29.1664908,1.452,1.119,110.7,1.452,,,1,|GalacticCenter,1.3033259114884084,-2.6561206189102498,
2CXO J175911.9+663512,RX J17591+6635,269.8,66.586667,,AGN,Q;*|AGN|QSO|X,2010A&A...518A..10V;SIMBAD,0.256234,269.7998909,66.5867234,0.78,0.742,55.61,0.78,,,4,,96.41416760586036,29.890941143644262,
2CXO J175915.5-290559,OGLE-BLG-DN-396,269.81466666666665,-29.09975,,CV,CataclyV;CV*,2020RNAAS...4..219J;SIMBAD,0.723486,269.814886,-29.0998106,1.226,0.978,85.04,1.226,,,1,|GalacticCenter,1.3768153179258336,-2.650146058728076,
2CXO J175918.2-290952,,269.8257083,-29.1646944,,CV,UG:;CataclyV;*|CV*|EB*|El*|No*|V*,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,1.64052,269.8262229,-29.1646186,1.017,0.835,86.26,1.017,,,1,|GalacticCenter,1.3254248175449097,-2.690924625260945,
2CXO J175945.5-220139,IGR J17597-2201,269.94041667,-22.0275,,LMXB,"B, D;LMXB;LXB|N*?|X|gam",2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,2.449525,269.9396861,-22.0275653,0.713,0.712,55.53,0.713,,,1,|GalacticCenter,7.569608661443824,0.7704299195218143,
2CXO J180033.3-285517,,270.13880694,-28.92151806,,LM-STAR,GKg_a;GKg_c|Binary,2020AJ....160..120J;2020AJ....160..120J,0.408759,270.1387992,-28.9214047,0.967,0.766,98.36,0.967,,,4,|GalacticCenter,1.672488399312767,-2.8077755449336195,
2CXO J180100.0-245127,B1757-24,270.25006666666667,-24.85763888888889,0.2,NS,;Psr|gam,2005AJ....129.1993M;SIMBAD,0.243654,270.2501093,-24.8576944,0.713,0.712,101.4,1.1438395866554016,,,1,|GalacticCenter,5.254308654901342,-0.8819861195823142,
2CXO J180108.2-250443,4U 1758-25,270.28425,-25.07846111,,LMXB,"Z, R;LMXB",2007A&A...469..807L;2018ApJS..235....4O,0.757753,270.2843052,-25.0786656,1.228,1.228,0.0,1.228,,,1,|GalacticCenter,5.0776821182575125,-1.018371351689878,
2CXO J180112.3-254436,1758-2544,270.301667,-25.743333,1.0,LMXB,"XT;U, M, R;LMXB;BH?|HX?|HXB|LXB|X|gam",2003A&A...404..301R;2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.20716,270.3016293,-25.7433795,0.71,0.71,90.0,2.122286502807762,,,1,|GalacticCenter,4.507764358221093,-1.3610434466185124,
2CXO J180326.4-251559,HD 164679,270.860125,-25.2665,,LM-STAR,G8III/IV;G9III;*|IR|Ro*|V*|X,1988MSS...C04....0H;2006A&A...460..695T;SIMBAD,0.310571,270.8601796,-25.2665707,0.723,0.715,177.3,0.723,,,4,|GalacticCenter,5.171396107049222,-1.5644137819074233,
2CXO J180335.1-300158,J1803-3002A,270.8963708333333,-30.033347222222226,0.02,NS,;Psr,2005AJ....129.1993M;SIMBAD,1.973617,270.896405,-30.0327998,0.951,0.951,0.0,0.9921698443311004,,,1,|NGC_6522|GalacticCenter,1.0275041804724463,-3.9283122684007807,
2CXO J180351.4-213707,B1800-21,270.9642104166667,-21.61870861111111,0.015,NS,HE;Psr|X,2005AJ....129.1993M;SIMBAD,0.480101,270.9643491,-21.6186744,0.725,0.725,0.0,0.7652613932506984,,,1,|GalacticCenter,8.395359531796075,0.1457621241224901,
2CXO J180354.4-300005,J1803-3000,270.977083,-30.001667,1.0,CV,NL;X,2003A&A...404..301R;SIMBAD,1.247338,270.9767147,-30.0015317,0.916,0.739,175.6,2.199785444083127,,,1,|NGC_6522|GalacticCenter,1.0888751041969231,-3.973751762663361,
2CXO J180358.0-242441,Cl* NGC 6530 WFI 15815,270.991625,-24.4116389,,LM-STAR,K4/5V;*,2012A&A...546A...9P;SIMBAD,0.596344,270.9918058,-24.4116568,0.732,0.723,2.522,0.732,,,4,|GalacticCenter,5.974963202526375,-1.24847689327034,
2CXO J180448.7-283350,CPD-28 6243,271.2030417,-28.5641389,,LM-STAR,A2;*|IR,1939AnBos...5E...1W;SIMBAD,0.30962,271.2031364,-28.5641608,0.807,0.766,101.1,0.807,,,4,|GalacticCenter,2.4429755058061025,-3.4454206136822765,
2CXO J180451.3-274512,OGLE-BLG-DN-645,271.21395833333327,-27.75333333333333,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.397732,271.2140775,-27.7533662,1.273,0.892,139.6,1.273,,,1,|GalacticCenter,3.156700951400826,-3.058486362736885,
2CXO J180457.9-283353,OGLE-BLG-DN-651,271.2415,-28.564694444444445,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.1367,271.2414857,-28.5647303,0.77,0.731,99.88,0.77,,,1,|GalacticCenter,2.45891707997948,-3.475111592343953,
2CXO J180507.0-274309,J1805-2743,271.279583,-27.719167,1.0,CV,DN;UG;CataclyV;*|CV*|EB*|X,2003A&A...404..301R;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.262303,271.2795012,-27.7191747,0.752,0.724,101.9,2.1367040038339424,,,1,|GalacticCenter,3.214874122541396,-3.0923661498339863,
2CXO J180540.4-273425,OGLE-BLG-DN-673,271.41858,-27.57428833333333,,CV,CataclyV;*|CV*|EB*|V*|X,2020RNAAS...4..219J;SIMBAD,2.362729,271.4184997,-27.5736359,13.304,13.304,0.0,13.304,,,1,|GalacticCenter,3.402229721119369,-3.129019478265243,
2CXO J180608.2-274522,OGLE-BLG-DN-690,271.5346666666667,-27.756166666666665,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.704872,271.5345114,-27.7563061,0.784,0.767,137.2,0.784,,,1,|NGC_6540|GalacticCenter,3.292382363638352,-3.307617726822016,
2CXO J180650.6+694928,3C 371.0,271.71125,69.824444,,AGN,B;*|AGN|BLL|Bla|Bz?|G|IR|QSO|Rad|UV|V*|X|gam,2010A&A...518A..10V;SIMBAD,0.371495,271.7109528,69.824456,0.71,0.71,87.42,0.71,,,4,,100.13127998868632,29.1669077848838,
2CXO J180720.2-245951,J1807-2459A,271.83481501666665,-24.998028194444444,0.0065,NS_BIN,;Psr,2005AJ....129.1993M;SIMBAD,2.744139,271.8341738,-24.997535,0.772,0.763,169.9,0.788659622397394,,,1,|NGC_6544|GalacticCenter,5.837278360718132,-2.202385552466148,
2CXO J180730.2+455132,DQ Her,271.876667,45.858889,1.0,CV,Na;NA/DQ;CataclyV;*|CV*|EB*|Em*|IR|No*|SB*|UV|V*|X,2003A&A...404..301R;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,1.637175,271.8760708,45.8590746,0.711,0.71,3.319,2.122621256842586,,,1,,73.15311901956349,26.44358550259765,
2CXO J180827.6-365843,V4580 Sgr,272.115,-36.978611,1.0,LMXB,"XB;T, P, B, R;LMXB;X",2003A&A...404..301R;2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.523463,272.115179,-36.9786373,0.71,0.71,0.0,2.122286502807762,,,1,,355.38546887262777,-8.148403442572365,
2CXO J180912.3-202801,HD 312684,272.3015,-20.467,,LM-STAR,F5;*|IR,1949AnHar.112....1C;SIMBAD,0.224796,272.3014398,-20.4669733,0.895,0.817,48.88,0.895,,,4,,10.00947899154706,-0.3817705985283525,
2CXO J180935.0-255157,,272.3954167,-25.8661667,,CV,;CV*|No*|V*,2005JAD....11....2D;SIMBAD,1.52011,272.3958537,-25.8660128,0.946,0.838,146.3,0.946,,,1,|NGC_6553|GalacticCenter,5.321816792096892,-3.06633864464894,
2CXO J180943.1-191738,J1809-1917,272.42973333333333,-19.293916666666668,0.5,NS,;Psr,2005AJ....129.1993M;SIMBAD,0.178279,272.429697,-19.2939524,0.794,0.727,17.44,1.6218618930106226,,,1,,11.09437244065806,0.0803394461272133,
2CXO J180950.2-233222,J1809-2332,272.459375,-23.53963333333333,0.4499999999999999,NS,NRAD;Psr|X|XB*|gam,2005AJ....129.1993M;SIMBAD,0.247525,272.459428,-23.539682,0.714,0.711,89.39,1.5198013028024415,,,1,|GalacticCenter,7.389907070466608,-1.9955358224119863,
2CXO J180951.0-194351,J1809-1943,272.4628623333333,-19.731092083333333,0.0045,NS,"AXP,HE;IR|Psr|Rad|X",2005AJ....129.1993M;SIMBAD,0.023642,272.4628555,-19.7310932,0.71,0.71,0.0,0.722564875980005,,,1,,10.72684147142714,-0.1583866304156531,
2CXO J181020.8-190410,XTE J1810-189,272.5863,-19.0697,,LMXB,LMXB;LMXB;LXB|X|gam,2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD,2.664894,272.5870532,-19.0694969,1.065,0.856,78.11,1.065,,,1,,11.362699044200651,0.0586814386272927,
2CXO J181025.5-192019,LS 4721,272.6064583,-19.3388333,,HM-STAR,OB;*|IR,1971PW&SO...1a...1S;SIMBAD,0.291012,272.606404,-19.3387708,0.85,0.773,68.9,0.85,,,4,,11.135704543046282,-0.0873182128728813,
2CXO J181027.4-192210,HD 312774,272.61425,-19.36975,,LM-STAR,K0;*,1949AnHar.112....1C;SIMBAD,0.177812,272.6142133,-19.3697148,0.748,0.735,86.35,0.748,,,4,,11.112160614911506,-0.1087075398668946,
2CXO J181037.3+174437,J1810+1744,272.6553333333334,17.743716666666668,0.15,NS_BIN,HE;*|Psr|gam,2005AJ....129.1993M;SIMBAD,0.452087,272.6554652,17.7437146,0.748,0.732,10.95,1.0768026745880603,,,1,,44.64231040858975,16.80587560549201,
2CXO J181129.2-192527,J1811-1925,272.87166666666667,-19.424444444444443,1.5,NS,NRAD;Pulsar;Psr|X,2005AJ....129.1993M;2018ApJS..235....4O;SIMBAD,1.101346,272.8718892,-19.4242218,0.71,0.71,98.94,2.550313706193809,,,1,,11.18156042371794,-0.3479316660057519,
2CXO J181323.7-124600,J1813-1246,273.34904166666666,-12.766444444444444,1.5,NS,NRAD;Psr|gam,2005AJ....129.1993M;SIMBAD,1.098247,273.3490443,-12.7667495,0.71,0.71,1.894,2.550313706193809,,,1,,17.2440800326331,2.444427355529996,
2CXO J181335.1-174957,J1813-1749,273.3963,-17.832658333333335,0.09,NS,NRAD;Rad,2005AJ....129.1993M;SIMBAD,0.998529,273.3965607,-17.8325344,0.715,0.713,152.0,0.9333943432440546,,,1,,12.816501331614454,-0.0198426410675255,
2CXO J181429.7+612335,1813+6122,273.623333,61.393056,1.0,CV,NL;CV/NL;CataclyV;*|CV*|IR|blu,2003A&A...404..301R;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,1.450957,273.6241373,61.393175,1.515,1.19,71.12,2.509028696527802,,,1,,90.5883032100227,27.95049735364251,
2CXO J181536.7+612711,TEX 1815+614,273.903333,61.453056,,AGN,A;*|AGN|BLL|IR|QSO|Rad,2010A&A...518A..10V;SIMBAD,0.618655,273.9031666,61.4532083,0.725,0.722,159.2,0.725,,,4,,90.67198936539872,27.824216074888888,
2CXO J181635.9+451033,J1816+4510,274.1497265,45.17607272222222,0.00105,NS_BIN,HE[ksr+12];Psr|gam,2005AJ....129.1993M;SIMBAD,0.311809,274.1496128,45.1761055,0.81,0.788,110.8,0.8125884567233281,,,1,,72.82982519743028,24.735092557228587,
2CXO J181837.0-134529,NGC 6611 213,274.654375,-13.7581944,,HM-STAR,B;*|Em*|IR|X|Y*O,1961ApJ...133..438W;SIMBAD,0.157911,274.654404,-13.7581607,0.712,0.711,107.4,0.712,,,4,,16.975831133146688,0.8553279666305801,
2CXO J181837.9-170248,SAX J1818.6-1703,274.65791,-17.04665774,,HMXB,"HMXB (SG, SFXT);*|HXB|IR|X|gam",INTEGRAL General Reference Catalog;SIMBAD,0.580863,274.6580428,-17.0467573,0.801,0.743,20.83,0.801,,,1,,14.08044239986054,-0.7042027880242742,
2CXO J181840.0-134700,NGC 6611 245,274.6670417,-13.7835556,,LM-STAR,A0;*|Em*|IR|X|Y*O,1961ApJ...133..438W;SIMBAD,0.100857,274.6670665,-13.7835412,0.721,0.718,106.9,0.721,,,4,,16.95928835838391,0.8324845996853905,
2CXO J181849.1-134803,NGC 6611 336,274.704875,-13.8011667,,HM-STAR,B3;B5V;B5III;*|Em*|IR|X|Y*O,1990A&AS...82..319T;1999RMxAA..35...85B;2005A&A...437..467E;SIMBAD,0.308704,274.7049342,-13.8011031,0.795,0.779,160.8,0.795,,,4,,16.961212646163634,0.7917761242643807,
2CXO J181853.2-134607,NGC 6611 374,274.7219583,-13.7686667,,LM-STAR,F;*|Em*|IR|X|Y*O,1961ApJ...133..438W;SIMBAD,0.233936,274.7219972,-13.7686139,0.737,0.733,31.88,0.737,,,4,,16.997679531421984,0.7925406400176931,
2CXO J181905.0-252220,CPD-25 6463,274.7712917,-25.3723056,,LM-STAR,F8;*|IR,1939AnBos...5E...1W;SIMBAD,0.269471,274.7712499,-25.3723702,0.961,0.823,95.4,0.961,,,4,|GalacticCenter,6.775679227455798,-4.717783884769886,
2CXO J181934.1-145803,J1819-1458,274.8924,-14.9676579999999,0.15,NS,"RRAT,HE;Psr|Rad|X|rB",2005AJ....129.1993M;SIMBAD,0.074869,274.8923898,-14.9676763,0.71,0.71,0.0,1.050761628534274,,,1,,16.018995434550266,0.0803324052951028,
2CXO J182030.0-143423,AX J1820.5-1434,275.1255,-14.5731,,HMXB,"HMXB;HMXB (Be, P, T);X",2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD,0.553119,275.1253837,-14.5732045,0.732,0.729,169.3,0.732,,,1,,16.473099107451063,0.0678574976137498,
2CXO J182446.3+650924,HS 1824+6507,276.193333,65.156944,,AGN,Q;*|IR|QSO|Sy1|UV|X,2010A&A...518A..10V;SIMBAD,0.280874,276.1932863,65.1568685,0.711,0.711,11.45,0.711,,,4,,94.94926617808176,27.206162801641888,
2CXO J182502.9-144653,B1822-14,276.26233333333334,-14.781602777777778,2.5500000000000003,NS,;Psr,2005AJ....129.1993M;SIMBAD,0.720581,276.262367,-14.7814053,1.455,1.076,99.64,3.5095619384760828,,,1,,16.80537857672477,-1.0011062841755232,
2CXO J182557.5-071022,1RXS J182557.5-071021,276.4899,-7.173,,AGN,Sy1;AG?|AGN|IR|Sy1|X|gam,2018ApJS..235....4O;SIMBAD,0.076327,276.4899212,-7.1730026,0.718,0.712,132.7,0.718,,,4,,23.640490374017613,2.3513092195904,
2CXO J182613.1-133446,B1823-13,276.5548958333333,-13.579666666666666,0.1,NS,HE;Psr|SNR|X|gam,2005AJ....129.1993M;SIMBAD,0.221214,276.5548763,-13.5796082,0.755,0.722,70.52,0.9848984719248984,,,1,,18.000772891201063,-0.6911271326157251,
2CXO J182615.0-145055,RX J1826.2-1450,276.56275,-14.8484167,,HMXB,R;HMXB;*|HXB|IR|Rad|SB*|V*|X|gam,2006A&A...455.1165L;2018ApJS..235....4O;SIMBAD,1.034023,276.5627356,-14.8487036,0.711,0.71,15.05,0.711,,,1,,16.881321225540933,-1.2893535389819912,
2CXO J182809.2-114057,BD-11 4641,277.03875,-11.6826111,,LM-STAR,F2;*|IR,1935MeUpp..61....1S;SIMBAD,0.170583,277.038723,-11.6825718,0.784,0.767,97.33,0.784,,,4,,19.899566430098343,-0.2258631926572103,
2CXO J182922.7+011032,,277.344583,1.175833,,YSO,III;*|IR|V*|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.431347,277.3446275,1.1757218,0.838,0.777,150.6,0.838,,,4,,31.46116304076671,5.4438035302956775,
2CXO J182931.7+484446,3C 380.0,277.3825,48.746111,,AGN,Q;*|AGN|Bla|Bz?|G|IR|QSO|Rad|Sy1|X|gam,2010A&A...518A..10V;SIMBAD,0.25167,277.382407,48.7461445,0.711,0.71,3.239,0.711,,,4,,77.2252278438854,23.50445215547422,
2CXO J182939.8+011756,,277.41625,1.298889,,YSO,II;*|IR|V*|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.636361,277.4160755,1.2989177,0.763,0.743,152.3,0.763,,,4,,31.60402185006313,5.436423915846135,
2CXO J182942.3+011201,,277.42625,1.200556,,YSO,III;*|IR|X|Y*O,2007A&A...463..275G;SIMBAD,0.696526,277.4264225,1.2004682,0.825,0.774,114.4,0.825,,,4,,31.52075412536453,5.382318291907971,
2CXO J182949.5+011705,,277.456667,1.285,,YSO,I;*|IR|PoC|X|Y*?|Y*O|mm,2007A&A...463..275G;SIMBAD,0.295314,277.4566541,1.284919,0.769,0.747,179.1,0.769,,,4,,31.610089825929595,5.393935600643983,
2CXO J182951.1+011319,,277.463333,1.222222,,YSO,II;*|IR|V*|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.574962,277.4632845,1.2220698,0.963,0.85,177.3,0.963,,,4,,31.55694613457587,5.359373935087612,
2CXO J182951.1+011640,,277.463333,1.278056,,YSO,I;*|**|IR|Or*|Rad|V*|X|Y*?|Y*O|mm|smm,2007A&A...463..275G;SIMBAD,0.597654,277.4632167,1.2779375,0.749,0.739,178.1,0.749,,,4,,31.606854054563076,5.384912869785105,
2CXO J182952.2+011558,,277.4675,1.266389,,YSO,I;IR|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.119033,277.4675326,1.2663832,0.729,0.727,7.141,0.729,,,4,,31.59850196513732,5.375803776146364,
2CXO J182952.8+011455,,277.470417,1.248889,,YSO,I;*|IR|Rad|X|Y*?|Y*O|mm,2007A&A...463..275G;SIMBAD,0.345409,277.4703245,1.2488635,0.779,0.775,22.85,0.779,,,4,,31.584119932517684,5.365329999451575,
2CXO J182953.6+011701,,277.473333,1.283889,,YSO,II;*|IR|V*|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.337592,277.4733556,1.283798,0.714,0.712,7.928,0.714,,,4,,31.61673560026678,5.378564216329937,
2CXO J182954.5+011446,,277.477083,1.246389,,YSO,II;*|IR|X|Y*O,2007A&A...463..275G;SIMBAD,0.358492,277.4771668,1.2463351,0.75,0.741,51.32,0.75,,,4,,31.584993303770872,5.358089035116582,
2CXO J182955.7+011431,,277.482083,1.241944,,YSO,I/II;*|G|IR|TT*|V*|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.226731,277.4820964,1.2420055,0.73,0.727,9.522,0.73,,,4,,31.583380769348413,5.351728428608346,
2CXO J182956.1+011057,,277.484167,1.1825,,YSO,III;*|EB?|IR|V*|X|Y*O,2007A&A...463..275G;SIMBAD,0.402144,277.4841011,1.1825902,0.736,0.723,74.61,0.736,,,4,,31.53119310553758,5.322845767480278,
2CXO J182956.5+011259,,277.485833,1.216389,,YSO,II;*|IR|Rad|V*|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.759927,277.4856629,1.2165141,0.869,0.823,49.05,0.869,,,4,,31.562229150623608,5.336929246496209,
2CXO J182956.6+011239,,277.48625,1.210833,,YSO,II;*|IR|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.341674,277.4861787,1.2108957,0.759,0.744,86.86,0.759,,,4,,31.55744361941313,5.333907814041789,
2CXO J182956.9+011247,,277.4875,1.213333,,YSO,II;*|IR|Rad|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.551685,277.4873687,1.213254,0.725,0.721,48.36,0.725,,,4,,31.56009646276049,5.333924638832629,
2CXO J182957.4+011450,,277.489167,1.247222,,YSO,III;*|IR|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.21109,277.4892133,1.247258,0.719,0.717,47.47,0.719,,,4,,31.59133480708984,5.347791631110523,
2CXO J182957.6+011053,,277.490417,1.181389,,YSO,III;*|**|IR|Y*O,2007A&A...463..275G;SIMBAD,0.577553,277.4902726,1.181459,0.747,0.734,22.83,0.747,,,4,,31.533008680771168,5.316838868119613,
2CXO J182957.6+011300,,277.49,1.216667,,YSO,I;*|IR|Rad|TT*|V*|X|Y*?|Y*O|mm,2007A&A...463..275G;SIMBAD,0.392838,277.4900277,1.2167726,0.865,0.796,47.47,0.865,,,4,,31.56445914202519,5.333163633393367,
2CXO J182957.7+011405,,277.490417,1.234722,,YSO,I/II;*|IR|Rad|TT*|X|Y*?|Y*O|cor|mm,2007A&A...463..275G;SIMBAD,0.666697,277.4905849,1.2348001,0.717,0.711,86.0,0.717,,,4,,31.580827585955525,5.34088976575121,
2CXO J182957.8+011246,,277.49125,1.212778,,YSO,II;Rad|Y*O,2007A&A...463..275G;SIMBAD,0.123447,277.4912336,1.2128081,0.711,0.71,71.95,0.711,,,4,,31.561467931013933,5.33028253746304,
2CXO J182957.8+011251,,277.49125,1.214167,,YSO,I;*|IR|Rad|X|Y*?|Y*O|mm,2007A&A...463..275G;SIMBAD,0.708222,277.4910631,1.2142287,0.713,0.711,78.62,0.713,,,4,,31.56265957802406,5.3310821594690925,
2CXO J182957.8+011531,,277.490833,1.258889,,YSO,II;*|IR|TT*|X|Y*?|Y*O,2007A&A...463..275G;SIMBAD,0.346234,277.4908833,1.258807,0.745,0.722,53.24,0.745,,,4,,31.602422647699264,5.351572560173198,
